date,Close,High,Low,Open,Volume,aVWAP_peak_209,aVWAP_valley_121,aVWAP_OB_bull_121,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 00:00:00+00:00,31.9911439847,32.9399082178,31.1807412022,32.9201422963,257374,,,,,,#000000,,34.01991664496707,,54.86936843234335,10.897788840581356,False,False,False,False,False,8.76261501556628,0.0,0.0,0.0,0.0,0,0.9106327975727784,0.8677345176247617,False,False,False,False,0.13926843012480697,0.1776661176239389,False,False,False,False,2025405,881840.7531801056,False,False,False,False,291417.0305243852,False,False,False,False
2025-01-13 00:00:00+00:00,32.267866886,33.373572536,30.7063590857,30.7063590857,261251,,,,,,#000000,,33.9722600111114,,53.50105538302867,9.377588235883664,False,False,False,False,False,9.125380548363609,0.0,0.0,0.0,0.0,0,0.9079268278225499,0.8784246236173207,False,False,False,False,0.13859236420535923,0.15812924091464908,False,False,False,False,2286656,936931.5471730425,False,False,False,False,290234.0489351937,False,False,False,False
2025-01-14 00:00:00+00:00,32.1492713569,33.7503110002,31.6847722011,32.7027171595,184057,,,,,,#000000,,33.94692970323743,,52.45625092702827,8.151136325176893,False,False,False,False,False,8.924374977955772,0.0,0.0,0.0,0.0,0,0.9076790731757796,0.8738101806874187,False,False,False,False,0.16116454637243996,0.1596468936435445,False,False,False,False,2102599,982643.9963035116,False,False,False,False,286070.2430945979,False,False,False,False
2025-01-15 00:00:00+00:00,33.0782696684,33.7058376768,32.4161112974,33.2561629621,235707,,,,,,#000000,,33.92695110827407,,52.806137342793754,8.151136325176893,False,False,False,False,False,10.16267721416266,0.0,0.0,0.0,0.0,0,0.9219017664599846,0.8661296938313003,False,False,False,False,0.17266643745259536,0.16615666554806993,False,False,False,False,2338306,1035807.2121347464,False,False,False,False,284095.21395363327,False,False,False,False
2025-01-16 00:00:00+00:00,33.3945244128,36.0777482595,33.3945244128,35.2031062321,332867,,,,,,#000000,,33.93503855319051,,53.39796979121623,8.151136325176893,False,False,False,False,False,10.582038565888396,0.0,0.0,0.0,0.0,0,0.9286152520997322,0.8425093242374622,False,False,False,False,0.2294837567910432,0.19782021116955656,False,False,False,False,2671173,1099939.2038157368,False,False,False,False,286007.83301427506,False,False,False,False
2025-01-17 00:00:00+00:00,35.7862009171,35.9344453285,34.3927034497,35.539126898,257657,,,,,,#000000,,33.96440640978928,,56.23609280717196,8.151136325176893,False,False,True,False,True,13.644402700056805,0.0,0.0,0.0,0.0,0,0.9287018440990741,0.8398111765168289,False,False,False,False,0.2442033564111307,0.22101178379034364,False,False,False,False,2928830,1171660.4115092373,False,False,False,False,284896.03564116627,False,False,False,False
2025-01-21 00:00:00+00:00,36.6559014641,37.3431625554,35.7763179563,37.0512198945,329172,,,,,,#000000,,34.03293406519648,,58.89813176979298,3.8265759456380835,True,False,True,False,True,14.70793634205939,0.0,0.0,0.0,0.0,0,0.9408333988653753,0.8387439206257237,False,False,False,False,0.2930521403959569,0.25703196209315027,False,False,False,False,3258002,1253477.7287049536,False,False,False,False,286632.3479689637,False,False,False,False
2025-01-22 00:00:00+00:00,36.8140288362,38.6423765771,36.7744969932,38.4644832834,464917,,,,,,#000000,,34.15366769074495,,60.81574331658587,5.717328580067864,True,False,True,False,True,14.901210594587035,0.0,0.0,0.0,0.0,0,0.9454691638398405,0.8364351394862776,False,False,False,False,0.3342784459426875,0.2956552040179189,False,False,False,False,3722919,1350318.5628733868,False,False,False,False,293623.90295057296,False,False,False,False
2025-01-23 00:00:00+00:00,36.6064866603,36.6064866603,35.3809995258,36.0036260538,288769,,,,,,#000000,,34.19754507313259,,61.7276346220114,6.676199552470159,True,False,True,False,True,14.516891394295929,0.0,0.0,0.0,0.0,0,0.9282756177496848,0.8600703761578277,False,False,False,False,0.27309722737742465,0.2843762156976718,False,False,False,False,3434150,1432037.442760705,False,False,False,False,293433.5145995701,False,False,False,False
2025-01-24 00:00:00+00:00,37.8418567554,39.4033645557,37.1698154237,37.8319737947,731007,,,,,,#000000,,35.15052189148234,,63.55294812169633,8.522346003402475,True,False,True,False,True,16.04760051977913,0.0,0.0,0.0,0.0,1,0.9394418582256037,0.8442809353767627,False,False,False,False,0.34282825082080653,0.3136022332592392,False,False,False,False,4165157,1539218.6018681284,False,False,False,False,310593.25912507717,False,False,False,False
